game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,htbf
NY1191105302,"""version 7RS(19) of 07/07/92""",BRO,NY1,1911/05/30,NYC13,2,0:00PM,day,false,brenb901,odayh101,(none),(none),,"""Turocy""","""Turocy""",1998/11/30 12:58AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,98,20000,raymb101,ruckn101,amesr101,,
NY1191106280,"""version 7RS(19) of 07/07/92""",BSN,NY1,1911/06/28,NYC13,0,0:00PM,day,false,odayh101,frarr901,(none),(none),,"""Turocy""","""Turocy""",1999/01/03 2:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,95,10000,mathc102,matta101,,,
NY1191106290,"""version 7RS(19) of 07/07/92""",BSN,NY1,1911/06/29,NYC13,0,0:00PM,day,false,frarr901,odayh101,(none),(none),,"""Turocy""","""Turocy""",1999/01/03 2:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,7000,crand101,mctib101,,,
NY1191106300,"""version 7RS(19) of 07/07/92""",BSN,NY1,1911/06/30,NYC13,0,0:00PM,day,false,odayh101,(none),(none),(none),,"""Turocy""","""Turocy""",1999/01/03 3:42PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,128,6000,perdh101,wilth102,,,
NY1191107010,"""version 7RS(19) of 07/07/92""",BSN,NY1,1911/07/01,NYC13,0,0:00PM,day,false,frarr901,odayh101,(none),(none),,"""Turocy""","""Turocy""",1998/03/06 6:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,12000,marqr102,matta101,,,
NY1191107060,"""version 7RS(19) of 07/07/92""",CHN,NY1,1911/07/06,NYC13,0,0:00PM,day,false,brenb901,klemb901,(none),(none),,"""Turocy""","""Turocy""",1998/01/17 10:22PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,8000,richl102,wilth102,browm102,,
NY1191107070,"""version 7RS(19) of 07/07/92""",CHN,NY1,1911/07/07,NYC13,0,0:00PM,day,false,klemb901,brenb901,(none),(none),,"""Turocy""","""Turocy""",1998/01/17 11:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,7000,amesr101,reule101,,,
NY1191107080,"""version 7RS(19) of 07/07/92""",CHN,NY1,1911/07/08,NYC13,0,0:00PM,day,false,klemb901,brenb901,(none),(none),,"""Turocy""","""Turocy""",1998/03/07 1:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,25000,marqr102,mcinh101,,,
NY1191107100,"""version 7RS(19) of 07/07/92""",CHN,NY1,1911/07/10,NYC13,0,0:00PM,day,false,odayh101,frarr901,(none),(none),,"""Turocy""","""Turocy""",1998/01/17 11:24PM,unknown,none,0,unknown,-1,unknown,rain,unknown,110,5000,richl102,mathc102,,,
NY1191107110,"""version 7RS(19) of 07/07/92""",PIT,NY1,1911/07/11,NYC13,0,0:00PM,day,false,odayh101,frarr901,(none),(none),,"""Turocy""","""Turocy""",1998/03/07 2:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,5000,camnh101,wilth102,ferrj101,,
NY1191107120,"""version 7RS(19) of 07/07/92""",PIT,NY1,1911/07/12,NYC13,0,0:00PM,day,false,frarr901,odayh101,(none),(none),,"""Turocy""","""Turocy""",1998/03/07 3:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,6000,marqr102,ferrj101,,,
NY1191107130,"""version 7RS(19) of 07/07/92""",PIT,NY1,1911/07/13,NYC13,0,0:00PM,day,false,riglc901,finnw901,(none),(none),,"""Turocy""","""Turocy""",1998/03/07 4:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,10000,drucl101,leifl101,,,
NY1191107150,"""version 7RS(19) of 07/07/92""",CIN,NY1,1911/07/15,NYC13,0,0:00PM,day,false,riglc901,finnw901,(none),(none),,"""Turocy""","""Turocy""",1998/03/07 5:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,20000,mathc102,gasph101,,,
NY1191107180,"""version 7RS(19) of 07/07/92""",CIN,NY1,1911/07/18,NYC13,0,0:00PM,day,false,johnj901,easom101,(none),(none),,"""Turocy""","""Turocy""",1998/03/25 2:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,124,5000,keefb101,marqr102,,,
NY1191107190,"""version 7RS(19) of 07/07/92""",CIN,NY1,1911/07/19,NYC13,0,0:00PM,day,false,johnj901,easom101,(none),(none),,"""Turocy""","""Turocy""",1998/03/25 4:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,5000,amesr101,humpb101,,,
NY1191107200,"""version 7RS(19) of 07/07/92""",SLN,NY1,1911/07/20,NYC13,0,0:00PM,day,false,odayh101,emslb101,(none),(none),,"""Turocy""","""Turocy""",1998/03/25 5:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,128,12000,salls101,mathc102,harmb101,,
NY1191107210,"""version 7RS(19) of 07/07/92""",SLN,NY1,1911/07/21,NYC13,0,0:00PM,day,false,odayh101,emslb101,(none),(none),,"""Turocy""","""Turocy""",1998/03/26 1:15AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,85,8000,wilth102,harmb101,,,
NY1191107220,"""version 7RS(19) of 07/07/92""",SLN,NY1,1911/07/22,NYC13,0,0:00PM,day,false,odayh101,emslb101,(none),(none),,"""Turocy""","""Turocy""",1998/03/26 1:48AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,25000,mathc102,steeb102,crand101,,
NY1191108110,"""version 7RS(19) of 07/07/92""",PHI,NY1,1911/08/11,NYC13,0,0:00PM,day,false,easom101,johnj901,(none),(none),,"""Turocy""","""Turocy""",1998/04/30 10:01AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,10000,mathc102,burnb101,,,
NY1191108120,"""version 7RS(19) of 07/07/92""",PHI,NY1,1911/08/12,NYC13,0,0:00PM,day,false,easom101,johnj901,(none),(none),,"""Turocy""","""Turocy""",1998/04/30 10:29AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,25000,chalg101,amesr101,,,
NY1191108141,"""version 7RS(19) of 07/07/92""",PHI,NY1,1911/08/14,NYC13,1,0:00PM,day,false,easom101,johnj901,(none),(none),,"""Turocy""","""Turocy""",1998/05/06 10:32AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,180,0,marqr102,alexg102,,,
NY1191108142,"""version 7RS(19) of 07/07/92""",PHI,NY1,1911/08/14,NYC13,2,0:00PM,day,false,easom101,johnj901,(none),(none),"""589,96,99,266""","""Wayne Townsend""","""Wayne Townsend""",2023/09/24 5:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,90,25000,wilth102,moore103,,,
NY1191108160,"""version 7RS(19) of 07/07/92""",CIN,NY1,1911/08/16,NYC13,0,0:00PM,day,false,riglc901,finnw901,(none),(none),,"""Turocy""","""Turocy""",1998/05/12 5:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,88,6000,mathc102,suggg101,,,
NY1191108171,"""version 7RS(19) of 07/07/92""",CIN,NY1,1911/08/17,NYC13,1,0:00PM,day,false,riglc901,finnw901,(none),(none),,"""Turocy""","""Turocy""",1998/05/12 6:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,0,amesr101,keefb101,,,
NY1191108172,"""version 7RS(19) of 07/07/92""",CIN,NY1,1911/08/17,NYC13,2,0:00PM,day,false,riglc901,finnw901,(none),(none),,"""Turocy""","""Turocy""",1998/05/13 10:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,15000,crand101,smitf106,,,
NY1191108191,"""version 7RS(19) of 07/07/92""",CIN,NY1,1911/08/19,NYC13,1,0:00PM,day,false,riglc901,finnw901,(none),(none),,"""Turocy""","""Turocy""",1998/05/14 9:49AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,0,wilth102,suggg101,mathc102,,
NY1191108192,"""version 7RS(19) of 07/07/92""",CIN,NY1,1911/08/19,NYC13,2,0:00PM,day,false,riglc901,finnw901,(none),(none),"""589,96,99,240,606""","""Wayne Townsend""","""Wayne Townsend""",2023/09/26 5:24PM,park,none,0,unknown,-1,unknown,none,sunny,120,35000,froma101,mathc102,keefb101,,
NY1191108210,"""version 7RS(19) of 07/07/92""",CHN,NY1,1911/08/21,NYC13,0,0:00PM,day,false,klemb901,brenb901,(none),(none),,"""Turocy""","""Turocy""",1998/05/17 9:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,18000,marqr102,richl102,,,
NY1191108220,"""version 7RS(19) of 07/07/92""",CHN,NY1,1911/08/22,NYC13,0,0:00PM,day,false,klemb901,brenb901,(none),(none),,"""Turocy""","""Turocy""",1998/05/23 8:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,108,18000,crand101,browm102,,,
NY1191108230,"""version 7RS(19) of 07/07/92""",CHN,NY1,1911/08/23,NYC13,0,0:00PM,day,false,klemb901,brenb901,(none),(none),,"""Turocy""","""Turocy""",1998/05/23 10:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,20000,richl102,wilth102,,,
NY1191108241,"""version 7RS(19) of 07/07/92""",PIT,NY1,1911/08/24,NYC13,1,0:00PM,day,false,odayh101,emslb101,(none),(none),,"""Turocy""","""Turocy""",1998/05/23 10:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,85,0,adamb104,mathc102,,,
NY1191108242,"""version 7RS(19) of 07/07/92""",PIT,NY1,1911/08/24,NYC13,2,0:00PM,day,false,odayh101,emslb101,(none),(none),,"""Turocy""","""Turocy""",1998/05/23 10:53PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,94,24000,marqr102,camnh101,,,
NY1191108250,"""version 7RS(19) of 07/07/92""",PIT,NY1,1911/08/25,NYC13,0,0:00PM,day,false,odayh101,emslb101,(none),(none),,"""Turocy""","""Turocy""",1999/01/10 11:54AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,3500,crand101,steee101,,,
NY1191108260,"""version 7RS(19) of 07/07/92""",PIT,NY1,1911/08/26,NYC13,0,0:00PM,day,false,odayh101,emslb101,(none),(none),,"""Turocy""","""Turocy""",1999/01/10 12:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,107,25000,mathc102,camnh101,,,
NY1191108280,"""version 7RS(19) of 07/07/92""",SLN,NY1,1911/08/28,NYC13,0,0:00PM,day,false,easom101,johnj901,(none),(none),,"""Turocy""","""Turocy""",1998/06/01 12:40AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,6000,marqr102,steeb102,,,
NY1191108290,"""version 7RS(19) of 07/07/92""",SLN,NY1,1911/08/29,NYC13,0,0:00PM,day,false,johnj901,easom101,(none),(none),"""589,96,99,208,606""","""Wayne Townsend""","""Wayne Townsend""",2023/09/27 11:27PM,park,none,0,unknown,-1,soaked,drizzle,overcast,135,1000,crand101,harmb101,,,
NY1191109041,"""version 7RS(19) of 07/07/92""",BSN,NY1,1911/09/04,NYC13,1,0:00PM,day,false,klemb901,brenb901,(none),(none),"""589,96,99,269""","""Wayne Townsend""","""Wayne Townsend""",2023/09/29 8:48PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,10000,amesr101,tylel101,,,
NY1191109042,"""version 7RS(19) of 07/07/92""",BSN,NY1,1911/09/04,NYC13,2,0:00PM,day,false,klemb901,brenb901,(none),(none),"""589,96,99,269""","""Wayne Townsend""","""Wayne Townsend""",2023/09/30 8:55AM,park,none,0,unknown,-1,unknown,unknown,unknown,155,30000,browb102,marqr102,,,
NY1191109070,,BRO,NY1,1911/09/07,NYC13,0,0:00PM,day,false,johnj901,easom101,(none),(none),,"""Ruane""","""Ruane""",2004/05/26 10:49AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,4000,bargc101,mathc102,,,
NY1191109080,,BRO,NY1,1911/09/08,NYC13,0,0:00PM,day,false,johnj901,easom101,(none),(none),,"""Ruane""","""Ruane""",2004/05/26 10:49AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,4000,marqr102,ruckn101,,,
NY1191109090,,BRO,NY1,1911/09/09,NYC13,0,0:00PM,day,false,johnj901,easom101,(none),(none),,"""Ruane""","""Ruane""",2004/05/26 10:49AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,18000,,,,,
NY1191110061,"""version 7RS(19) of 07/07/92""",PHI,NY1,1911/10/06,NYC13,1,0:00PM,day,false,finnw901,riglc901,(none),(none),,"""Turocy""","""Turocy""",1998/08/03 10:35AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,98,0,amesr101,shult101,,,
NY1191110062,"""version 7RS(19) of 07/07/92""",PHI,NY1,1911/10/06,NYC13,2,0:00PM,day,false,riglc901,finnw901,(none),(none),,"""Turocy""","""Turocy""",1998/08/03 10:57AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,5000,crand101,chalg101,,,
NY1191110070,"""version 7RS(19) of 07/07/92""",BSN,NY1,1911/10/07,NYC13,0,0:00PM,day,false,finnw901,bushg901,(none),(none),,"""Turocy""","""Turocy""",1998/08/03 11:06AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,2000,tylel101,drucl101,,,
NY1191110121,"""version 7RS(19) of 07/07/92""",BRO,NY1,1911/10/12,NYC13,1,0:00PM,day,false,klemb901,brenb901,(none),(none),"""589,141,99,96,606""","""Wayne Townsend""","""Wayne Townsend""",2024/02/25 7:05PM,park,none,0,unknown,-1,unknown,none,sunny,67,0,ragap101,amesr101,,,
NY1191110122,"""version 7RS(19) of 07/07/92""",BRO,NY1,1911/10/12,NYC13,2,0:00PM,day,false,brenb901,klemb901,(none),(none),,"""Turocy""","""Turocy""",1998/08/03 11:37AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,98,12000,dente101,drucl101,,,
CHA191104200,"""version 7RS(19) of 07/07/92""",DET,CHA,1911/04/20,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""69,109""","""Turocy""","""Turocy""",1998/01/09 7:08AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,21500,lafie101,walse101,,,
CHA191104220,"""version 7RS(19) of 07/07/92""",DET,CHA,1911/04/22,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""109""","""Turocy""","""Turocy""",1998/02/17 7:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,8500,whitd104,wille103,,,
CHA191104230,"""version 7RS(19) of 07/07/92""",CLE,CHA,1911/04/23,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""39,381,118,111""","""David W. Smith""","""David W. Smith""",2025/04/09 7:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,24000,gregv101,olmsf101,,,
CHA191104240,"""version 7RS(19) of 07/07/92""",CLE,CHA,1911/04/24,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""69,109""","""Turocy""","""Turocy""",1998/01/12 6:39AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,5100,krapg101,langf101,,,
CHA191104250,"""version 7RS(19) of 07/07/92""",CLE,CHA,1911/04/25,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""109""","""Turocy""","""Turocy""",1998/02/19 5:04PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,95,4650,youni101,falkc101,,,
CHA191104270,"""version 7RS(19) of 07/07/92""",SLA,CHA,1911/04/27,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""69,109""","""Turocy""","""Turocy""",1998/01/12 8:08AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,8500,walse101,powej105,bakej101,,
CHA191104290,"""version 7RS(19) of 07/07/92""",SLA,CHA,1911/04/29,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),,"""Bob Yahr""","""Tom Thress""",2024/10/16 1:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,45,3000,hamie101,whitd104,,,
CHA191104300,"""version 7RS(19) of 07/07/92""",SLA,CHA,1911/04/30,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""111,426,208""","""Cliff Blau""","""Cliff Blau""",2025/04/11 3:48PM,unknown,none,0,unknown,-1,soaked,unknown,unknown,135,9500,langf101,crisd101,walse101,,
CHA191105070,"""version 7RS(19) of 07/07/92""",DET,CHA,1911/05/07,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""56,426,111""","""David W. Smith""","""David W. Smith""",2025/04/15 2:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,138,30600,livej101,whitd104,,,
CHA191105080,"""version 7RS(19) of 07/07/92""",DET,CHA,1911/05/08,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""69,109""","""Turocy""","""Turocy""",1997/09/25 9:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,9500,covit101,langf101,,,
CHA191105100,"""version 7RS(19) of 07/07/92""",WS1,CHA,1911/05/10,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""109,69,111,426,222,427""","""Turocy/RWood""","""Turocy/RWood""",1998/03/23 11:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,7100,scotj104,sherf101,,,
CHA191105110,"""version 7RS(19) of 07/07/92""",WS1,CHA,1911/05/11,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""109,69,222,427,426,111""","""David W. Smith""","""David W. Smith""",2025/04/16 3:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,7450,whitd104,groob101,,,
CHA191105120,"""version 7RS(19) of 07/07/92""",WS1,CHA,1911/05/12,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""69""","""Tom Thress""","""Tom Thress""",2025/02/23 8:41PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,9800,grayd101,olmsf101,,,
CHA191105130,"""version 7RS(19) of 07/07/92""",WS1,CHA,1911/05/13,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""69,222,427,426,111""","""David W. Smith""","""David W. Smith""",2025/04/18 11:41AM,park,none,0,unknown,-1,unknown,unknown,unknown,160,9500,oteyb101,scotj104,,,
CHA191105140,"""version 7RS(19) of 07/07/92""",PHA,CHA,1911/05/14,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""111,266,426,644""","""Rob Wood""","""Rob Wood""",2025/04/18 6:31PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,22500,whitd104,morgc102,,,
CHA191105150,"""version 7RS(19) of 07/07/92""",PHA,CHA,1911/05/15,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""69,109""","""Turocy""","""Turocy""",1998/12/10 10:06PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,103,8550,olmsf101,coomj101,,,
CHA191105160,"""version 7RS(19) of 07/07/92""",PHA,CHA,1911/05/16,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""69,109""","""Turocy""","""Turocy""",1997/11/12 7:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,6750,scotj104,krauh101,,,
CHA191105170,"""version 7RS(19) of 07/07/92""",PHA,CHA,1911/05/17,CHI10,0,0:00PM,day,false,perrb901,sherj901,(none),(none),"""69""","""Tom Thress""","""Tom Thress""",2025/02/24 12:52AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,8150,langf101,russl101,olmsf101,,
CHA191105180,"""version 7RS(19) of 07/07/92""",BOS,CHA,1911/05/18,CHI10,0,0:00PM,day,false,connt901,eganr101,(none),(none),"""69""","""Tom Thress""","""Tom Thress""",2025/02/14 3:51AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,5780,walse101,hallc103,,,
CHA191105190,"""version 7RS(19) of 07/07/92""",BOS,CHA,1911/05/19,CHI10,0,0:00PM,day,false,eganr101,connt901,(none),(none),"""109,69,71,163,111,426""","""Turocy/RWood""","""Turocy/RWood""",1998/12/13 11:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,6700,woodj108,walse101,,,
CHA191105230,"""version 7RS(19) of 07/07/92""",NYA,CHA,1911/05/23,CHI10,0,0:00PM,day,false,connt901,eganr101,(none),(none),"""73,109""","""Turocy/RWood""","""Turocy/RWood""",1998/12/14 12:39AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,165,6550,fordr101,walse101,,,
CHA191105240,"""version 7RS(19) of 07/07/92""",NYA,CHA,1911/05/24,CHI10,0,0:00PM,day,false,eganr101,connt901,(none),(none),"""73,69,109""","""Turocy""","""Turocy""",1997/12/07 3:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,5875,caldr101,olmsf101,,,
CHA191105250,"""version 7RS(19) of 07/07/92""",NYA,CHA,1911/05/25,CHI10,0,0:00PM,day,false,connt901,eganr101,(none),(none),"""73,69,109""","""Turocy""","""Turocy""",1997/12/07 4:08PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,5150,walse101,warhj101,,,
CHA191105270,"""version 7RS(19) of 07/07/92""",CLE,CHA,1911/05/27,CHI10,0,0:00PM,day,false,olous901,dinnb101,(none),(none),"""109""","""Turocy""","""Turocy""",1998/12/14 12:53AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,13500,gregv101,walse101,,,
CHA191105280,"""version 7RS(19) of 07/07/92""",CLE,CHA,1911/05/28,CHI10,0,0:00PM,day,false,dinnb101,olous901,(none),(none),"""111,426,39,118""","""Cliff Blau""","""Cliff Blau""",2025/04/26 4:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,27000,,,,,
CHA191105290,"""version 7RS(19) of 07/07/92""",SLA,CHA,1911/05/29,CHI10,0,0:00PM,day,false,olous901,dinnb101,(none),(none),"""69,109""","""Turocy""","""Turocy""",1997/10/07 12:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,93,4750,whitd104,lakej101,,,
CHA191105301,"""version 7RS(19) of 07/07/92""",SLA,CHA,1911/05/30,CHI10,1,0:00,day,false,dinnb101,olous901,(none),(none),"""109""","""Cliff Blau""","""Cliff Blau""",2016/07/09 8:39AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,97,5150,peltb101,scotj104,,,
CHA191105302,"""version 7RS(19) of 07/07/92""",SLA,CHA,1911/05/30,CHI10,2,0:00PM,day,false,olous901,dinnb101,(none),(none),"""69,109""","""Turocy""","""Turocy""",1998/03/10 10:22AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,77,21000,youni101,mitcr101,,,
CHA191106250,"""version 7RS(19) of 07/07/92""",DET,CHA,1911/06/25,CHI10,0,0:00PM,day,false,perrb901,dinnb101,(none),(none),"""111,381,426,56""","""Cliff Blau""","""Cliff Blau""",2025/05/10 4:34PM,unknown,none,0,unknown,-1,unknown,none,overcast,130,15500,walse101,wille103,,,
CHA191106260,"""version 7RS(19) of 07/07/92""",DET,CHA,1911/06/26,CHI10,0,0:00PM,day,false,dinnb101,perrb901,(none),(none),"""69""","""Turocy""","""Turocy""",1997/12/07 12:53PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,98,8750,summe101,youni101,,,
CHA191106270,"""version 7RS(19) of 07/07/92""",DET,CHA,1911/06/27,CHI10,0,0:00PM,day,false,perrb901,dinnb101,(none),(none),"""69,109""","""Turocy""","""Turocy""",1997/12/07 1:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,113,9750,walse101,donob101,,,
CHA191107020,"""version 7RS(19) of 07/07/92""",SLA,CHA,1911/07/02,CHI10,0,0:00PM,day,false,mullj901,evanb901,(none),(none),"""426,208,111""","""David W. Smith""","""David W. Smith""",2025/05/11 2:36PM,park,none,0,unknown,-1,unknown,unknown,unknown,104,7000,langf101,peltb101,olmsf101,,
CHA191107060,"""version 7RS(19) of 07/07/92""",SLA,CHA,1911/07/06,CHI10,0,0:00PM,day,false,mullj901,(none),(none),(none),"""69,108""","""Tom Thress""","""Tom Thress""",2025/02/24 1:23AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,5800,nelsr104,bakej101,,,
CHA191107070,"""version 7RS(19) of 07/07/92""",NYA,CHA,1911/07/07,CHI10,0,0:00PM,day,false,eganr101,sherj901,(none),(none),"""589,111,96,99,606""","""Wayne Townsend""","""Wayne Townsend""",2023/10/04 6:31PM,park,none,0,unknown,-1,unknown,unknown,unknown,113,7750,walse101,caldr101,,,
CHA191107081,"""version 7RS(19) of 07/07/92""",NYA,CHA,1911/07/08,CHI10,1,0:00PM,day,false,eganr101,sherj901,(none),(none),"""73,109""","""Turocy""","""Turocy""",1998/03/07 2:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,0,whitd104,fishr101,,,
CHA191107082,"""version 7RS(19) of 07/07/92""",NYA,CHA,1911/07/08,CHI10,2,0:00PM,day,false,eganr101,sherj901,(none),(none),"""589,111,96,99,606""","""Wayne Townsend""","""Wayne Townsend""",2023/10/06 5:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,15570,langf101,brocl101,,,
CHA191107090,"""version 7RS(19) of 07/07/92""",NYA,CHA,1911/07/09,CHI10,0,0:00PM,day,false,eganr101,sherj901,(none),(none),"""96,99,111,426,606""","""Cliff Blau""","""Cliff Blau""",2025/05/19 4:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,16330,fordr101,youni101,,,
CHA191107100,"""version 7RS(19) of 07/07/92""",NYA,CHA,1911/07/10,CHI10,0,0:00PM,day,false,eganr101,sherj901,(none),(none),"""69,109,99,426""","""Turocy/RWood""","""Turocy/RWood""",1998/12/14 1:17AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,4300,vaugh101,walse101,,,
CHA191107111,"""version 7RS(19) of 07/07/92""",BOS,CHA,1911/07/11,CHI10,1,0:00PM,day,false,eganr101,sherj901,(none),(none),"""69,109""","""Turocy""","""Turocy""",1998/01/17 11:37PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,0,whitd104,woodj108,,,
CHA191107112,"""version 7RS(19) of 07/07/92""",BOS,CHA,1911/07/11,CHI10,2,0:00PM,day,false,eganr101,sherj901,(none),(none),"""69,109""","""Turocy""","""Turocy""",1998/01/17 11:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,7300,papel101,bakej101,,,
CHA191107121,"""version 7RS(19) of 07/07/92""",BOS,CHA,1911/07/12,CHI10,1,0:00PM,day,false,eganr101,sherj901,(none),(none),"""109,111,269""","""Wayne Townsend""","""Wayne Townsend""",2023/09/15 7:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,102,0,langf101,karge101,,,
CHA191107122,"""version 7RS(19) of 07/07/92""",BOS,CHA,1911/07/12,CHI10,2,0:00PM,day,false,eganr101,sherj901,(none),(none),"""109,111,269""","""Wayne Townsend""","""Wayne Townsend""",2023/09/14 2:52PM,park,none,0,unknown,-1,unknown,unknown,sunny,105,6850,youni101,cicoe101,,,
CHA191107130,"""version 7RS(19) of 07/07/92""",BOS,CHA,1911/07/13,CHI10,0,0:00PM,day,false,eganr101,sherj901,(none),(none),"""69,109""","""Turocy""","""Turocy""",1998/01/18 10:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,5100,collr103,walse101,,,
CHA191107140,"""version 7RS(19) of 07/07/92""",BOS,CHA,1911/07/14,CHI10,0,0:00PM,day,false,eganr101,(none),(none),(none),"""69,109""","""Turocy""","""Turocy""",1998/01/18 12:36AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,147,7150,papel101,whitd104,,,
CHA191107150,"""version 7RS(19) of 07/07/92""",WS1,CHA,1911/07/15,CHI10,0,0:00PM,day,false,dinnb101,(none),(none),(none),"""69,426,408a""","""Rob Wood""","""Rob Wood""",2025/03/20 9:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,15350,bakej101,hught103,,,
