game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,vis_pitcher
CHA202409260,CHA,ANA,0,0,flexc001,andet002
CHN202404010,CHN,COL,0,0,imans001,hudsd002
CHN202404020,CHN,COL,2,0,assaj001,freek001
CHN202404030,CHN,COL,0,0,alzoa001,mearn001
CHN202404050,CHN,LAN,0,2,smyld001,millb005
CHN202404060,CHN,LAN,0,0,wickj001,yamay001
CHN202404070,CHN,LAN,3,0,almoy001,stong001
CHN202404190,CHN,MIA,2,0,tailj001,puk-a001
CHN202404201,CHN,MIA,0,0,alzoa001,faucc001
CHN202404202,CHN,MIA,1,0,imans001,benda001
CHN202404210,CHN,MIA,0,0,hendk001,cabre003
CHN202404230,CHN,HOU,5,0,wickj001,franj006
CHN202404240,CHN,HOU,4,0,tailj001,arris001
CHN202404250,CHN,HOU,0,1,wesnh001,montr004
CHN202405030,CHN,MIL,0,0,alzoa001,pegue001
CHN202405040,CHN,MIL,2,0,tailj001,myert001
CHN202405050,CHN,MIL,0,0,assaj001,peraf001
CHN202405060,CHN,SDN,0,0,lover001,darvy001
CHN202405070,CHN,SDN,0,0,nerih001,deloe001
CHN202405080,CHN,SDN,0,1,wesnh001,ceasd001
CHN202405160,CHN,PIT,0,2,steej002,jonej008
CHN202405170,CHN,PIT,0,0,hendk001,skenp001
CHN202405180,CHN,PIT,0,0,nerih001,bednd001
CHN202405190,CHN,PIT,0,0,tailj001,kellm003
CHN202405210,CHN,ATL,0,0,littl001,bumma001
CHN202405220,CHN,ATL,0,0,steej002,friem001
CHN202405230,CHN,ATL,0,0,wesnh001,lee-d005
CHN202405310,CHN,CIN,0,0,smyld001,cruzf002
CHN202406010,CHN,CIN,0,0,leitm002,simsl001
CHN202406020,CHN,CIN,0,0,browb006,lodon001
CHN202406040,CHN,CHA,0,0,littl001,leasj001
CHN202406050,CHN,CHA,0,1,nerih001,kopem001
CHN202406140,CHN,SLN,0,0,wesnh001,gibsk002
CHN202406150,CHN,SLN,0,0,imans001,palla001
CHN202406160,CHN,SLN,0,0,tailj001,mikom001
CHN202406170,CHN,SFN,0,0,nerih001,mille002
CHN202406180,CHN,SFN,0,0,millt003,roget002
CHN202406190,CHN,SFN,0,0,hendk001,bives001
CHN202406210,CHN,NYN,1,3,imans001,quinj001
CHN202406220,CHN,NYN,5,0,tailj001,megit002
CHN202406230,CHN,NYN,0,0,assaj001,sevel001
CHN202407020,CHN,PHI,0,0,wesnh001,mercm002
CHN202407030,CHN,PHI,0,0,millt003,stram001
CHN202407040,CHN,PHI,0,1,tailj001,sancc002
CHN202407050,CHN,ANA,2,0,steej002,canng001
CHN202407060,CHN,ANA,0,1,hendk001,andet002
CHN202407070,CHN,ANA,0,0,wesnh001,sorij002
CHN202407190,CHN,ARI,0,0,steej002,nelsr003
CHN202407200,CHN,ARI,0,0,hendk001,gallz001
CHN202407210,CHN,ARI,0,0,nerih001,mantj002
CHN202407220,CHN,MIL,0,0,smyld001,myert001
CHN202407230,CHN,MIL,0,0,tailj001,pegue001
CHN202407240,CHN,MIL,1,1,nerih001,junij001
CHN202408010,CHN,SLN,0,1,pearn001,helsr001
CHN202408020,CHN,SLN,0,0,millt003,fedde001
CHN202408030,CHN,SLN,2,1,nerih001,romej002
CHN202408040,CHN,SLN,0,0,steej002,mikom001
CHN202408050,CHN,MIN,0,0,hendk001,festd001
CHN202408060,CHN,MIN,3,0,imans001,lopep002
CHN202408070,CHN,MIN,1,1,lopej004,richt001
CHN202408160,CHN,TOR,2,0,millt003,greec003
CHN202408170,CHN,TOR,1,0,pearn001,bassc001
CHN202408180,CHN,TOR,0,0,imans001,franb002
CHN202408200,CHN,DET,0,0,assaj001,sammb001
CHN202408210,CHN,DET,0,0,tailj001,hurtb001
CHN202408220,CHN,DET,0,0,steej002,maedk001
CHN202409020,CHN,PIT,0,0,lopej004,beekj001
CHN202409030,CHN,PIT,0,0,hendk001,skenp001
CHN202409040,CHN,PIT,1,0,imans001,germd001
CHN202409060,CHN,NYA,0,0,wickj001,gil-l001
CHN202409070,CHN,NYA,0,1,assaj001,cortn001
CHN202409080,CHN,NYA,2,0,tailj001,coleg001
CHN202409160,CHN,OAK,1,0,imans001,estej001
CHN202409170,CHN,OAK,0,2,wickj001,spenm001
CHN202409180,CHN,OAK,0,0,pearn001,fergt001
CHN202409190,CHN,WAS,1,1,robee001,garcr008
CHN202409200,CHN,WAS,1,0,tailj001,willt002
CHN202409210,CHN,WAS,0,0,hendk001,gorem001
CHN202409220,CHN,WAS,2,0,imans001,irvij001
CHN202409270,CHN,CIN,0,0,tailj001,martn002
CHN202409280,CHN,CIN,0,0,millt003,farmb001
CHN202409290,CHN,CIN,0,0,robee001,santt001
CIN202403280,CIN,WAS,0,0,montf001,grayj004
CIN202403300,CIN,WAS,0,0,diaza004,harvh001
CIN202403310,CIN,WAS,0,0,simsl001,finnk001
CIN202404050,CIN,NYN,1,0,cruzf002,smitd009
CIN202404060,CIN,NYN,0,0,pagae001,ramiy002
CIN202404070,CIN,NYN,0,1,abboa001,manas001
CIN202404080,CIN,MIL,0,0,ashcg001,ashba003
CIN202404090,CIN,MIL,0,0,montf001,rossj002
CIN202404100,CIN,MIL,0,2,greeh001,wilsb003
CIN202404190,CIN,ANA,0,0,lodon001,andet002
CIN202404200,CIN,ANA,5,2,ashcg001,sandp002
CIN202404210,CIN,ANA,0,0,pagae001,sorij002
CIN202404220,CIN,PHI,0,0,greeh001,suarr001
CIN202404230,CIN,PHI,1,1,cruzf002,sancc002
CIN202404240,CIN,PHI,0,1,wilsj004,domis001
CIN202404250,CIN,PHI,0,0,martn002,wheez001
CIN202405030,CIN,BAL,0,0,pagae001,irvic001
CIN202405040,CIN,BAL,0,0,abboa001,meanj001
CIN202405050,CIN,BAL,0,3,lodon001,kremd001
CIN202405070,CIN,ARI,0,0,montf001,gallz001
CIN202405080,CIN,ARI,0,0,ashcg001,montj004
CIN202405090,CIN,ARI,0,1,cruzf002,ginkk001
CIN202405210,CIN,SDN,0,0,abboa001,musgj001
CIN202405220,CIN,SDN,1,1,martn002,kingm002
CIN202405230,CIN,SDN,1,2,molls001,estrj002
CIN202405240,CIN,LAN,3,0,ashcg001,ramiy002
CIN202405250,CIN,LAN,1,0,greeh001,buehw001
CIN202405260,CIN,LAN,0,0,martn002,yamay001
CIN202405270,CIN,SLN,1,1,lodon001,lynnl001
CIN202405280,CIN,SLN,0,0,abboa001,gibsk002
CIN202405290,CIN,SLN,0,0,montf001,palla001
CIN202406060,CIN,CHN,0,0,greeh001,assaj001
CIN202406070,CIN,CHN,0,0,lodon001,steej002
CIN202406080,CIN,CHN,1,1,abboa001,browb006
CIN202406090,CIN,CHN,0,3,montf001,imans001
CIN202406110,CIN,CLE,1,0,martn002,mcket001
CIN202406120,CIN,CLE,1,0,lodon001,bibet001
CIN202406210,CIN,BOS,1,0,abboa001,crawk001
CIN202406220,CIN,BOS,2,0,wilsj004,kellz001
CIN202406230,CIN,BOS,0,0,lodon001,bernb001
CIN202406240,CIN,PIT,0,0,spiec001,faltb001
CIN202406250,CIN,PIT,0,3,greeh001,kellm003
CIN202406260,CIN,PIT,0,0,ashcg001,ortil003
CIN202407050,CIN,DET,0,0,spiec001,olsor001
CIN202407060,CIN,DET,0,0,cruzf002,mills001
CIN202407070,CIN,DET,0,0,ashcg001,skubt001
CIN202407080,CIN,COL,0,0,abboa001,feltr001
CIN202407090,CIN,COL,0,0,martn002,quanc001
CIN202407100,CIN,COL,0,0,montf001,freek001
CIN202407110,CIN,COL,0,0,greeh001,gomba001
CIN202407120,CIN,MIA,2,0,spiec001,chiry001
CIN202407130,CIN,MIA,0,0,molls001,cabre003
CIN202407140,CIN,MIA,0,0,cruzf002,puk-a001
CIN202407290,CIN,CHN,0,0,spiec001,tailj001
CIN202407300,CIN,CHN,2,0,martn002,steej002
CIN202407310,CIN,CHN,0,0,lodon001,hendk001
CIN202408020,CIN,SFN,0,0,abboa001,snelb001
CIN202408030,CIN,SFN,0,0,greeh001,harrk001
CIN202408040,CIN,SFN,0,0,spiec001,ray-r002
CIN202408120,CIN,SLN,0,0,abboa001,grays001
CIN202408130,CIN,SLN,1,0,greeh001,fedde001
CIN202408140,CIN,SLN,0,0,molls001,gibsk002
CIN202408160,CIN,KCA,0,0,martn002,lorem002
CIN202408170,CIN,KCA,0,1,lodon001,wachm001
CIN202408180,CIN,KCA,0,0,abboa001,singb001
CIN202408270,CIN,OAK,0,0,santt001,otanm001
CIN202408280,CIN,OAK,0,1,pagae001,fergt001
CIN202408290,CIN,OAK,0,2,pagae001,holmg002
CIN202408301,CIN,MIL,1,0,diaza004,megit001
CIN202408302,CIN,MIL,0,0,lowdr001,halld004
CIN202408310,CIN,MIL,0,0,wilsj004,ashba003
CIN202409010,CIN,MIL,0,0,diaza004,wilsb003
CIN202409020,CIN,HOU,2,0,spiec001,verlj001
CIN202409040,CIN,HOU,9,0,martn002,arris001
CIN202409050,CIN,HOU,0,0,santt001,abreb002
CIN202409170,CIN,ATL,1,3,suteb001,johnp001
CIN202409180,CIN,ATL,0,0,santt001,schws001
CIN202409190,CIN,ATL,0,0,aguij002,salec001
CIN202409200,CIN,PIT,1,0,martn002,kellm003
CIN202409210,CIN,PIT,0,0,lowdr001,jonej008
CIN202409220,CIN,PIT,0,1,greeh001,skenp001
CLE202404080,CLE,CHA,0,0,mcket001,bankt001
CLE202404090,CLE,CHA,2,5,barls001,wilss002
CLE202404100,CLE,CHA,0,2,morge001,shawb001
CLE202404131,CLE,NYA,0,0,carrc003,schmc002
CLE202404132,CLE,NYA,0,2,mcket001,potec001
CLE202404140,CLE,NYA,0,0,beedt001,fergc001
CLE202404190,CLE,OAK,0,1,mcket001,boylj001
CLE202404200,CLE,OAK,2,0,allel003,wooda002
CLE202404210,CLE,OAK,0,0,bibet001,strir001
CLE202404230,CLE,BOS,0,0,barls001,houct001
CLE202404240,CLE,BOS,0,1,carrc003,crisc002
CLE202404250,CLE,BOS,0,0,gaddh001,andec001
CLE202405030,CLE,ANA,0,0,bibet001,sorij002
CLE202405040,CLE,ANA,0,0,liveb001,detmr001
CLE202405050,CLE,ANA,0,0,carrc003,canng001
CLE202405060,CLE,DET,1,1,sandn001,flahj002
CLE202405070,CLE,DET,2,1,avilp001,holtt002
CLE202405080,CLE,DET,0,0,clase001,langa001
CLE202405170,CLE,MIN,0,0,herrt002,duraj002
CLE202405180,CLE,MIN,2,0,allel003,oberb002
CLE202405190,CLE,MIN,2,0,clase001,duraj002
CLE202405200,CLE,NYN,2,0,liveb001,megit002
CLE202405210,CLE,NYN,0,0,sandn001,housa001
CLE202405220,CLE,NYN,0,1,gaddh001,garrr001
CLE202405310,CLE,WAS,0,0,bibet001,corbp001
CLE202406010,CLE,WAS,2,0,liveb001,parkm001
CLE202406020,CLE,WAS,0,0,carrc003,irvij001
CLE202406040,CLE,KCA,0,0,smitc009,longs002
CLE202406060,CLE,KCA,1,1,gaddh001,longs002
CLE202406180,CLE,SEA,0,0,mcket001,millb004
CLE202406190,CLE,SEA,1,0,bibet001,woo-b001
CLE202406200,CLE,SEA,1,2,allel003,castl003
CLE202406210,CLE,TOR,0,0,carrc003,rodry003
CLE202406220,CLE,TOR,0,0,liveb001,berrj001
CLE202406230,CLE,TOR,1,2,herrt002,kikuy001
CLE202407020,CLE,CHA,0,1,clase001,kopem001
CLE202407030,CLE,CHA,0,1,willg004,fedde001
CLE202407040,CLE,CHA,1,0,liveb001,shusj001
CLE202407050,CLE,SFN,0,3,bibet001,walkr001
CLE202407060,CLE,SFN,3,0,avilp001,harrk001
CLE202407070,CLE,SFN,0,0,smitc009,hjels001
CLE202407190,CLE,SDN,0,0,bibet001,waldm003
CLE202407200,CLE,SDN,0,0,willg004,ceasd001
CLE202407210,CLE,SDN,0,0,liveb001,kingm002
CLE202407220,CLE,DET,0,2,carrc003,skubt001
CLE202407230,CLE,DET,0,0,smitc009,wentj001
CLE202407240,CLE,DET,0,1,gaddh001,brieb001
CLE202407250,CLE,DET,0,0,willg004,lucae002
CLE202408010,CLE,BAL,2,1,liveb001,roget003
CLE202408020,CLE,BAL,0,0,smitc009,kremd001
CLE202408030,CLE,BAL,0,0,cantj002,efliz001
CLE202408040,CLE,BAL,0,1,willg004,burnc002
CLE202408050,CLE,ARI,2,2,clase001,thomr007
CLE202408071,CLE,ARI,0,0,liveb001,pfaab001
CLE202408072,CLE,ARI,0,0,carrc003,rodre004
CLE202408120,CLE,CHN,0,0,sandn001,merrj001
CLE202408130,CLE,CHN,0,0,avilp001,smyld001
CLE202408140,CLE,CHN,0,0,cobba001,tailj001
CLE202408230,CLE,TEX,0,0,bibet001,eovan001
CLE202408240,CLE,TEX,1,1,liveb001,grayj003
CLE202408250,CLE,TEX,1,0,boydm001,bradc003
CLE202408261,CLE,KCA,0,0,gaddh001,schrj001
CLE202408262,CLE,KCA,3,0,allel003,longs002
CLE202408270,CLE,KCA,0,0,willg004,mcarj001
CLE202408280,CLE,KCA,1,2,morge001,ercel001
CLE202408300,CLE,PIT,2,0,avilp001,mlodc001
CLE202408310,CLE,PIT,0,0,boydm001,ortil003
CLE202409010,CLE,PIT,2,0,cobba001,kellm003
CLE202409120,CLE,TBA,1,1,willg004,sulsc001
CLE202409130,CLE,TBA,0,0,bibet001,littz001
CLE202409140,CLE,TBA,0,0,cantj002,alext001
CLE202409150,CLE,TBA,0,0,liveb001,bradt002
CLE202409160,CLE,MIN,0,0,walta001,jax-g001
CLE202409170,CLE,MIN,0,0,willg004,sandc001
CLE202409180,CLE,MIN,0,1,gaddh001,henrr001
CLE202409190,CLE,MIN,1,0,morge001,thiec001
CLE202409240,CLE,CIN,3,0,bibet001,spiec001
CLE202409250,CLE,CIN,1,0,gaddh001,pagae001
CLE202409270,CLE,HOU,0,1,cantj002,blanr001
CLE202409280,CLE,HOU,2,1,liveb001,verlj001
COL202404050,COL,TBA,1,1,beekj001,fairp001
COL202404060,COL,TBA,0,1,beekj001,cleag001
COL202404070,COL,TBA,0,0,hudsd002,pepir001
COL202404080,COL,ARI,1,0,lambp001,mcgos001
COL202404090,COL,ARI,1,2,quanc001,kellm002
COL202404100,COL,ARI,1,1,lawrj002,mantj002
COL202404200,COL,SEA,0,0,hudsd002,castl003
COL202404211,COL,SEA,0,0,lawrj002,munoa002
COL202404212,COL,SEA,2,0,lambp001,hance001
COL202404220,COL,SDN,0,0,mearn001,ceasd001
COL202404230,COL,SDN,0,2,beekj001,kingm002
COL202404240,COL,SDN,0,4,blact002,waldm003
COL202404250,COL,SDN,1,0,kinlt001,peraw002
COL202404270,COL,HOU,2,0,quanc001,blanr001
COL202404280,COL,HOU,0,2,gomba001,valdf001
COL202405070,COL,SFN,0,0,hudsd002,harrk001
COL202405080,COL,SFN,0,0,lambp001,hickj002
COL202405090,COL,SFN,0,0,quanc001,winnk001
COL202405100,COL,TEX,0,0,birdj001,andeg002
COL202405110,COL,TEX,0,0,kinlt001,robed002
COL202405120,COL,TEX,2,1,blact002,urenj001
COL202405240,COL,PHI,0,0,kinlt001,sotog003
COL202405250,COL,PHI,1,1,lawrj002,ruizj001
COL202405260,COL,PHI,2,0,quanc001,suarr001
COL202405270,COL,CLE,0,1,rogej003,currx001
COL202405280,COL,CLE,0,2,lambp001,smitc009
COL202405290,COL,CLE,1,2,blact002,allel003
COL202406030,COL,CIN,1,0,feltr001,abboa001
COL202406040,COL,CIN,0,1,blact002,montf001
COL202406050,COL,CIN,4,0,beekj001,cruzf002
COL202406140,COL,PIT,0,1,feltr001,ortil003
COL202406150,COL,PIT,0,0,blact002,jonej008
COL202406160,COL,PIT,0,0,hudsd002,mlodc001
COL202406170,COL,LAN,0,1,quanc001,paxtj001
COL202406180,COL,LAN,4,0,vodnv001,petem001
COL202406190,COL,LAN,3,0,beekj001,ramiy002
COL202406200,COL,LAN,0,1,blact002,stong001
COL202406210,COL,WAS,0,0,hudsd002,flord002
COL202406220,COL,WAS,1,0,beekj001,finnk001
COL202406230,COL,WAS,0,0,beekj001,flord002
COL202407010,COL,MIL,0,0,kinlt001,payaj001
COL202407020,COL,MIL,0,0,mearn001,zastr001
COL202407030,COL,MIL,0,1,hudsd002,rea-c001
COL202407040,COL,MIL,1,0,molia001,myert001
COL202407050,COL,KCA,0,1,vodnv001,schrj001
COL202407060,COL,KCA,0,0,gomba001,lugos001
COL202407070,COL,KCA,0,0,gordt002,singb001
COL202407190,COL,SFN,0,0,beekj001,roget002
COL202407200,COL,SFN,2,0,freek001,webbl001
COL202407210,COL,SFN,0,1,feltr001,birdh001
COL202407220,COL,BOS,0,0,lawrj002,hornb002
COL202407230,COL,BOS,0,3,blact002,crisc002
COL202407240,COL,BOS,3,0,quanc001,piven001
COL202408060,COL,NYN,0,0,lawrj002,sevel001
COL202408070,COL,NYN,1,1,vodnv001,buttj001
COL202408080,COL,NYN,0,4,gomba001,peted003
COL202408090,COL,ATL,0,1,kinlt001,minta001
COL202408100,COL,ATL,0,0,chiva001,johnp001
COL202408110,COL,ATL,0,1,rogej003,jimej003
COL202408160,COL,SDN,4,0,quanc001,waldm003
COL202408170,COL,SDN,0,0,freek001,ceasd001
COL202408180,COL,SDN,0,0,chiva001,hoeib001
COL202408260,COL,MIA,0,0,birdj001,cabre003
COL202408270,COL,MIA,4,0,chiva001,sorig001
COL202408280,COL,MIA,0,0,freek001,meyem001
COL202408290,COL,MIA,0,0,blalb001,tinoj001
COL202408300,COL,BAL,0,0,gomba001,suara001
COL202408310,COL,BAL,0,0,crisj001,kimbc001
COL202409010,COL,BAL,0,1,blact002,efliz001
COL202409130,COL,CHN,0,2,vodnv001,smyld001
COL202409140,COL,CHN,0,1,kinlt001,smyld001
COL202409150,COL,CHN,0,0,quanc001,hendk001
COL202409160,COL,ARI,0,2,halvs001,thomr007
COL202409170,COL,ARI,0,0,feltr001,montj004
COL202409180,COL,ARI,0,3,gomba001,rodre004
COL202409240,COL,SLN,0,0,chiva001,kitta001
COL202409250,COL,SLN,0,0,gomba001,fedde001
COL202409260,COL,SLN,2,2,chiva001,fernr001
COL202409270,COL,LAN,1,2,quanc001,caspb001
COL202409280,COL,LAN,1,0,senza001,yamay001
COL202409290,COL,LAN,0,0,vodnv001,phile001
DET202404050,DET,OAK,0,0,folej001,ercel001
DET202404060,DET,OAK,0,2,maedk001,blacp001
DET202404070,DET,OAK,0,2,flahj002,boylj001
DET202404120,DET,MIN,1,0,skubt001,lopep002
DET202404131,DET,MIN,3,0,langa001,alcaj001
DET202404132,DET,MIN,0,1,mannm001,woods002
DET202404140,DET,MIN,0,0,vestw001,jax-g001
DET202404150,DET,TEX,0,0,olsor001,lorem002
DET202404160,DET,TEX,0,0,chafa001,urenj001
DET202404170,DET,TEX,0,1,mills001,yatek001
DET202404180,DET,TEX,0,1,mills001,leclj001
DET202404260,DET,KCA,0,0,olsor001,lugos001
DET202404270,DET,KCA,0,2,faeda001,strac001
DET202404280,DET,KCA,2,1,skubt001,wachm001
DET202404301,DET,SLN,0,0,mills001,libem001
DET202404302,DET,SLN,2,0,holtt002,leahk001
DET202405010,DET,SLN,0,0,maedk001,mikom001
DET202405100,DET,HOU,0,0,chafa001,valdf001
DET202405110,DET,HOU,0,0,skubt001,javic001
DET202405120,DET,HOU,0,0,flahj002,verlj001
DET202405130,DET,MIA,0,0,faeda001,malda001
DET202405140,DET,MIA,0,0,langa001,scott003
DET202405150,DET,MIA,0,2,mizec001,roget003
DET202405230,DET,TOR,0,0,flahj002,gausk001
DET202405240,DET,TOR,0,0,maedk001,manoa001
DET202405250,DET,TOR,2,0,olsor001,berrj001
DET202405260,DET,TOR,0,0,englm001,romaj004
DET202405291,DET,PIT,3,0,skubt001,jonej008
DET202405292,DET,PIT,0,0,montk001,skenp001
DET202406070,DET,MIL,0,0,olsor001,myert001
DET202406080,DET,MIL,1,1,mizec001,koenj001
DET202406090,DET,MIL,2,0,skubt001,wilsb003
DET202406110,DET,WAS,0,0,chafa001,finnk001
DET202406120,DET,WAS,1,0,olsor001,irvij001
DET202406130,DET,WAS,0,0,mills001,law-d001
DET202406210,DET,CHA,0,0,flahj002,fedde001
DET202406220,DET,CHA,0,0,maedk001,thord001
DET202406230,DET,CHA,6,0,olsor001,cannj001
DET202406240,DET,PHI,0,4,mizec001,nolaa001
DET202406250,DET,PHI,0,0,skubt001,suarr001
DET202406260,DET,PHI,1,1,montk001,ruizj001
DET202407080,DET,CLE,0,0,holtt002,barls001
DET202407090,DET,CLE,0,3,vestw001,barls001
DET202407100,DET,CLE,2,0,olsor001,bibet001
DET202407110,DET,CLE,1,0,flahj002,howas003
DET202407120,DET,LAN,2,0,folej001,petem001
DET202407130,DET,LAN,0,1,vestw001,ramiy002
DET202407140,DET,LAN,0,3,faeda001,ramiy002
DET202407260,DET,MIN,0,2,montk001,lopep002
DET202407270,DET,MIN,1,2,skubt001,ryanj002
DET202407280,DET,MIN,0,0,faeda001,oberb002
DET202407290,DET,CLE,0,3,brieb001,bibet001
DET202407300,DET,CLE,0,0,faeda001,willg004
DET202408010,DET,KCA,0,3,montk001,lugos001
DET202408020,DET,KCA,2,0,skubt001,ragac001
DET202408030,DET,KCA,0,0,folej001,mcarj001
DET202408040,DET,KCA,0,0,mills001,strac001
DET202408130,DET,SEA,1,0,skubt001,kirbg001
DET202408140,DET,SEA,0,0,holtt002,snidc001
DET202408150,DET,SEA,0,1,mills001,munoa002
DET202408160,DET,NYA,0,1,brieb001,coleg001
DET202408170,DET,NYA,1,0,montk001,rodoc001
DET202408180,DET,NYA,0,0,brieb001,leitm002
DET202408270,DET,ANA,0,1,hurtb001,cuetj001
DET202408280,DET,ANA,0,0,maedk001,canng001
DET202408290,DET,ANA,0,0,montk001,kochj001
DET202408300,DET,BOS,0,1,mills001,jansk001
DET202408310,DET,BOS,0,1,skubt001,piven001
DET202409010,DET,BOS,0,0,hurtb001,hillr001
DET202409100,DET,COL,1,0,montk001,blalb001
DET202409110,DET,COL,6,0,holtt002,gordt002
DET202409120,DET,COL,0,0,folej001,halvs001
DET202409130,DET,BAL,1,0,hurtb001,efliz001
DET202409140,DET,BAL,0,0,maddt001,burnc002
DET202409150,DET,BAL,0,0,montk001,povic001
DET202409240,DET,TBA,0,0,skubt001,pepir001
DET202409250,DET,TBA,2,0,guens001,littz001
DET202409260,DET,TBA,0,0,brieb001,cleag001
DET202409270,DET,CHA,0,0,hurtb001,shusj001
DET202409280,DET,CHA,0,0,brieb001,burks001
DET202409290,DET,CHA,0,0,maedk001,cannj001
HOU202403280,HOU,NYA,3,0,presr001,loaij001
HOU202403290,HOU,NYA,1,0,scott004,weavl001
HOU202403300,HOU,NYA,0,0,abreb002,strom001
HOU202403310,HOU,NYA,0,0,hadej001,burdn001
HOU202404010,HOU,TOR,3,0,blanr001,franb002
HOU202404020,HOU,TOR,0,0,hadej001,greec003
HOU202404030,HOU,TOR,0,0,javic001,bassc001
HOU202404120,HOU,TEX,1,1,franj006,dunnd001
HOU202404130,HOU,TEX,0,2,abreb002,urenj001
HOU202404140,HOU,TEX,1,0,javic001,eovan001
HOU202404150,HOU,ATL,1,0,arris001,bumma001
HOU202404160,HOU,ATL,0,0,browh001,loper003
HOU202404170,HOU,ATL,1,0,marts003,minta001
HOU202404300,HOU,CLE,0,3,hadej001,gaddh001
HOU202405010,HOU,CLE,0,0,dubis001,smitc009
HOU202405020,HOU,CLE,0,0,scott004,allel003
HOU202405030,HOU,SEA,0,0,marts003,speig001
HOU202405040,HOU,SEA,0,0,valdf001,gilbl002
HOU202405050,HOU,SEA,0,0,hadej001,munoa002
HOU202405130,HOU,OAK,0,0,arris001,strir001
HOU202405140,HOU,OAK,0,0,hadej001,kellm004
HOU202405150,HOU,OAK,2,0,valdf001,brooa001
HOU202405160,HOU,OAK,0,0,javic001,estej001
HOU202405170,HOU,MIL,0,0,browh001,peraf001
HOU202405180,HOU,MIL,0,0,verlj001,milnh001
HOU202405190,HOU,MIL,4,1,arris001,rea-c001
HOU202405200,HOU,ANA,0,1,valdf001,suarj001
HOU202405210,HOU,ANA,2,2,hadej001,estec001
HOU202405220,HOU,ANA,0,0,browh001,andet002
HOU202405310,HOU,MIN,0,0,blanr001,lopep002
HOU202406010,HOU,MIN,2,0,valdf001,ryanj002
HOU202406020,HOU,MIN,0,1,presr001,okers001
HOU202406030,HOU,SLN,0,2,montr004,romej002
HOU202406040,HOU,SLN,2,1,scott004,palla001
HOU202406050,HOU,SLN,0,0,blanr001,mikom001
HOU202406140,HOU,DET,0,0,browh001,skubt001
HOU202406150,HOU,DET,0,2,arris001,flahj002
HOU202406160,HOU,DET,1,0,blanr001,maedk001
HOU202406210,HOU,BAL,1,0,dubis001,rodrg003
HOU202406220,HOU,BAL,0,0,blanr001,burnc002
HOU202406230,HOU,BAL,4,0,valdf001,suara001
HOU202406250,HOU,COL,5,0,browh001,gomba001
HOU202406260,HOU,COL,0,0,arris001,feltr001
HOU202407090,HOU,MIA,0,1,blanr001,brazh001
HOU202407100,HOU,MIA,1,0,valdf001,hoeib001
HOU202407110,HOU,MIA,2,1,scott004,munor001
HOU202407120,HOU,TEX,0,0,browh001,heana001
HOU202407130,HOU,TEX,1,1,scott004,robed002
HOU202407140,HOU,TEX,0,2,blanr001,sborj002
HOU202407260,HOU,LAN,0,0,valdf001,stong001
HOU202407270,HOU,LAN,0,0,hadej001,treib001
HOU202407280,HOU,LAN,0,0,arris001,ryanr003
HOU202407290,HOU,PIT,0,0,hadej001,chapa001
HOU202407300,HOU,PIT,0,0,browh001,faltb001
HOU202407310,HOU,PIT,0,0,valdf001,holdc001
HOU202408020,HOU,TBA,0,2,abreb002,kellk004
HOU202408030,HOU,TBA,0,0,blanr001,littz001
HOU202408040,HOU,TBA,0,0,arris001,alext001
HOU202408160,HOU,CHA,0,0,arris001,andej005
HOU202408170,HOU,CHA,0,1,browh001,flexc001
HOU202408180,HOU,CHA,0,0,valdf001,bushk001
HOU202408190,HOU,BOS,0,2,hadej001,jansk001
HOU202408200,HOU,BOS,3,3,ort-k001,kellz001
HOU202408210,HOU,BOS,1,1,verlj001,wincj001
HOU202408290,HOU,KCA,0,0,presr001,ercel001
HOU202408300,HOU,KCA,0,0,hadej001,mcarj001
HOU202408310,HOU,KCA,0,0,kikuy001,ragac001
HOU202409010,HOU,KCA,0,0,blanr001,marsa001
HOU202409060,HOU,ARI,0,0,valdf001,pfaab001
HOU202409070,HOU,ARI,0,0,kikuy001,rodre004
HOU202409080,HOU,ARI,0,0,verlj001,ginkk001
HOU202409100,HOU,OAK,0,1,nerih001,harrh002
HOU202409110,HOU,OAK,0,0,browh001,estej001
HOU202409120,HOU,OAK,0,0,presr001,mcfat001
HOU202409190,HOU,ANA,0,1,abreb002,millr004
HOU202409200,HOU,ANA,0,0,nerih001,andet002
HOU202409210,HOU,ANA,1,0,blanr001,detmr001
HOU202409220,HOU,ANA,0,0,hadej001,burkb001
HOU202409230,HOU,SEA,0,0,browh001,millb004
HOU202409240,HOU,SEA,1,0,valdf001,gilbl002
HOU202409250,HOU,SEA,0,0,kikuy001,kirbg001
KCA202403280,KCA,MIN,1,1,ragac001,lopep002
KCA202403300,KCA,MIN,0,0,smitw002,jax-g001
KCA202403310,KCA,MIN,3,0,singb001,oberb002
KCA202404040,KCA,CHA,0,0,lugos001,sorom001
KCA202404050,KCA,CHA,1,0,strac001,kopem001
KCA202404060,KCA,CHA,0,0,wachm001,flexc001
KCA202404070,KCA,CHA,0,0,schrj001,garcd003
KCA202404090,KCA,HOU,0,1,mcarj001,suerw002
KCA202404100,KCA,HOU,0,0,lugos001,arris001
KCA202404110,KCA,HOU,9,0,singb001,browh001
KCA202404190,KCA,BAL,0,0,marsa001,kremd001
KCA202404200,KCA,BAL,0,0,ragac001,burnc002
